Date,^GSPC,^RUT
2022-10-28,3901.06005859375,1846.9200439453125
2022-10-31,3871.97998046875,1846.8599853515625
2022-11-01,3856.10009765625,1851.3900146484375
2022-11-02,3759.68994140625,1789.1400146484375
2022-11-03,3719.889892578125,1779.72998046875
2022-11-04,3770.550048828125,1799.8699951171875
2022-11-07,3806.800048828125,1809.81005859375
2022-11-08,3828.110107421875,1808.9300537109375
2022-11-09,3748.570068359375,1760.4000244140625
2022-11-10,3956.3701171875,1867.9300537109375
2022-11-11,3992.929931640625,1882.739990234375
2022-11-14,3957.25,1861.25
2022-11-15,3991.72998046875,1889.199951171875
2022-11-16,3958.7900390625,1853.1700439453125
2022-11-17,3946.56005859375,1839.1199951171875
2022-11-18,3965.340087890625,1849.72998046875
2022-11-21,3949.93994140625,1839.1400146484375
2022-11-22,4003.580078125,1860.43994140625
2022-11-23,4027.260009765625,1863.52001953125
2022-11-25,4026.1201171875,1869.18994140625
2022-11-28,3963.93994140625,1830.9599609375
2022-11-29,3957.6298828125,1836.550048828125
2022-11-30,4080.110107421875,1886.5799560546875
2022-12-01,4076.570068359375,1881.6800537109375
2022-12-02,4071.699951171875,1892.8399658203125
2022-12-05,3998.840087890625,1840.219970703125
2022-12-06,3941.260009765625,1812.5799560546875
2022-12-07,3933.919921875,1806.9000244140625
2022-12-08,3963.510009765625,1818.2900390625
2022-12-09,3934.3798828125,1796.6600341796875
2022-12-12,3990.56005859375,1818.6099853515625
